name,screen_name,time_zone,location,verified,lang,description,description_en,created_at,favourites_count,followers_count,friends_count,statuses_count,listed_count,isBot
Shelby Heary,shelby_heary,Eastern Time (US & Canada),"South Carolina, USA",TRUE,en,"WLTX Journalist | University of South Carolina '16 Member Gamma Phi Beta Zeta Sigma | Northern born, living in a southern state of mind | Opinions are my own","WLTX Journalist | University of South Carolina '16 Member Gamma Phi Beta Zeta Sigma | Northern born, living in a southern state of mind | Opinions are my own",Tue Sep 15 23:13:10 +0000 2015,1702,621,559,9506,13,0
Morning Break,morningbreakclt,Santiago,"Charlotte, NC",TRUE,en,"LIVE from Charlotte every Mon.-Fri. Follow for behind-the-scenes access to @WBTV_News’ newest program with @WBTVKristenM, @ChrisLarsonWBTV & @CoachLaMonte","LIVE from Charlotte every Mon.-Fri. Follow for behind-the-scenes access to @WBTV_News’ newest program with @WBTVKristenM, @ChrisLarsonWBTV & @CoachLaMonte",Fri Jun 10 20:40:58 +0000 2016,1488,1904,111,5497,34,0
KMOX St. Louis News,kmoxnews,Central Time (US & Canada),"St. Louis, MO",TRUE,en,NewsRadio 1120 KMOX is Mid-America's most trusted source for news.,NewsRadio 1120 KMOX is Mid-America's most trusted source for news.,Thu Mar 05 22:35:30 +0000 2009,3366,74959,693,115465,1482,0
Ahmad Bajjey,AhmadBajjeyWx,Eastern Time (US & Canada),,TRUE,en,Meteorologist for @nbc25fox66 . Proud CMU Chip Alum #FireUpChips. Mitten state born and raised.,Meteorologist for @nbc25fox66 . Proud CMU Chip Alum #FireUpChips. Mitten state born and raised.,Mon Dec 03 00:58:05 +0000 2012,2900,1274,696,4569,44,0
Boris Malagurski,malagurski,,,TRUE,en,"Serbian Canadian film director & producer, editor & host at @rs_sputnik, activist. Watch #NoKosovoUnesco film: https://t.co/Sn41BBAJei","Serbian Canadian film director & producer, editor & host at @rs_sputnik, activist. Watch #NoKosovoUnesco film: https://t.co/Sn41BBAJei",Wed Apr 15 05:16:17 +0000 2009,10199,22428,550,19207,123,0
EL Magazine,ELmagazine,Eastern Time (US & Canada),"Alexandria, VA (D.C. area)",TRUE,en,"Educational Leadership is @ASCD’s flagship magazine. Together with ASCD Express and Education Update, we discuss learning, teaching, and leading.","Educational Leadership is @ASCD’s flagship magazine. Together with ASCD Express and Education Update, we discuss learning, teaching, and leading.",Mon Aug 08 20:28:05 +0000 2016,1520,7230,776,2464,93,0
Torraine Walker,TorraineWalker,Eastern Time (US & Canada),"Atlanta, GA",TRUE,en,"Writer | Journalist | Digital Media Creative | Research & Receipt King.
Bylines: Teen Vogue, HuffPo, Fusion, etc.","Writer | Journalist | Digital Media Creative | Research & Receipt King.
Bylines: Teen Vogue, HuffPo, Fusion, etc.",Tue Sep 16 22:40:42 +0000 2014,87236,6121,543,29363,231,0
Lori Goldstein,lori_goldstein,Eastern Time (US & Canada),NYC,TRUE,en,politics truth,politics truth,Mon Mar 01 16:53:56 +0000 2010,392,36728,951,37930,376,0
Cheryl Bolen,cherylbolen,Quito,"Washington, D.C.",TRUE,en,White House reporter for @BloombergBNA. Tweets are my own and retweets are not endorsements.,White House reporter for @BloombergBNA. Tweets are my own and retweets are not endorsements.,Thu Apr 22 18:54:01 +0000 2010,2841,2720,660,8343,217,0
Ganhuyag Ch. Hutagt,ganhuyag,Ulaan Bataar,"Ulaanbaatar, Mongolia",TRUE,en,"Founder of Investor Nation; CEO, Ard Financial Group; President, CEO Club; WEF YGL 2009; Founder, XacBank, TenGer, Mongolia Economic Forum.","Founder of Investor Nation; CEO, Ard Financial Group; President, CEO Club; WEF YGL 2009; Founder, XacBank, TenGer, Mongolia Economic Forum.",Sun Sep 20 03:33:44 +0000 2009,513,176193,126,61028,340,0
Jarrett Payton,paytonsun,Mountain Time (US & Canada),info@jarrettpayton.com,TRUE,en,"Motivational tweeter, @paytoncoffee sipper, dad to @paytonson/@paytongirl34 & son of @walterpayton. Find me on @CLTVSportsFeed & 4pm @wgnnews 🙌","Motivational tweeter, @paytoncoffee sipper, dad to @paytonson/@paytongirl34 & son of @walterpayton. Find me on @CLTVSportsFeed & 4pm @wgnnews 🙌",Fri Jan 16 06:09:45 +0000 2009,2252,61775,2869,42772,876,0
Kiko Llaneras,kikollan,Madrid,Madrid,TRUE,es,"Doctor y ex profesor de ingeniería, ahora escribo en Jot Down y El País. En Politikon y Quantio. Hago datos, gráficos y análisis político","Doctor and former engineering professor, now write in Jot Down and country. In Politikon and Quantio. I data, charts and political analysis",Sun Nov 18 18:45:53 +0000 2007,29535,31571,887,56834,993,0
Bobby Mitchell,Bobby1043,Eastern Time (US & Canada),"Detroit, MI",TRUE,en,I drink ☕️ with @StaceyInDetroit. Immensely curious. I once saved a cat. Does this bio make me look fat? https://t.co/MhsSiIpKw4,I drink ☕️ with @StaceyInDetroit. Immensely curious. I once saved a cat. Does this bio make me look fat? https://t.co/MhsSiIpKw4,Thu Jul 29 15:52:10 +0000 2010,7863,4511,1212,15814,62,0
Lauren Wagner,Laurenwagnernyc,,"New York, USA",TRUE,en,Gold Coast Arts Center &  Film Festival | BRCA Mutant | Isles Fan | Killer Of Plants | Street Art Throwdown,Gold Coast Arts Center &  Film Festival | BRCA Mutant | Isles Fan | Killer Of Plants | Street Art Throwdown,Fri Jul 11 21:27:27 +0000 2014,8366,3177,1194,6209,28,0
FOX6 WakeUp,fox6wakeup,Central Time (US & Canada),"Milwaukee, WI",TRUE,en,Milwaukee's #1 local news from 4:30 a.m. until 9 a.m. weekdays,Milwaukee's #1 local news from 4:30 a.m. until 9 a.m. weekdays,Wed Mar 25 14:02:05 +0000 2009,49,15364,1813,59909,333,0
The State Newspaper,thestate,Eastern Time (US & Canada),"Columbia, SC",TRUE,en,Catch up with the latest news from South Carolina's capital city. Join the conversation!,Catch up with the latest news from South Carolina's capital city. Join the conversation!,Tue Jan 29 15:17:19 +0000 2008,452,94316,3006,120238,1301,0
Jonathan Brannan,JBrannanWLOX,,,TRUE,en,Anchor / Reporter Instagram: @jbwlox Facebook: Jonathan Brannan WLOX email: jbrannan@wlox.com,Anchor / Reporter Instagram: @jbwlox Facebook: Jonathan Brannan WLOX email: jbrannan@wlox.com,Mon Mar 31 14:17:28 +0000 2014,1634,2693,1562,5172,53,0
Kyle Dennis,KyleDennisWx,Atlantic Time (Canada),"Savannah, GA",TRUE,en,⚡️Morning Meteorologist on WSAV News 3⚡️ Pianist. Coffee snob.,⚡️Morning Meteorologist on WSAV News 3⚡️ Pianist. Coffee snob.,Mon Jul 16 05:31:16 +0000 2012,5685,3149,293,14216,107,0
James Gilbert,JamesGilbertWX,Atlantic Time (Canada),"Rochester, NY",TRUE,en,"CBM #734 Meteorologist & Reporter #ROC, #Oswego State. Slowly becoming obsessed with #fitness. Love clouds, winter, and learning facts about #Climatechange","CBM #734 Meteorologist & Reporter #ROC, #Oswego State. Slowly becoming obsessed with #fitness. Love clouds, winter, and learning facts about #Climatechange",Mon Jan 20 15:34:25 +0000 2014,2209,1264,751,7381,67,0
Scott Keeler,SKeelerTimes,Eastern Time (US & Canada),,TRUE,en,Photojournalist at Tampa Bay Times. Political junkie. Weather watcher. Sports enthusiast. Foodie. Traveler.,Photojournalist at Tampa Bay Times. Political junkie. Weather watcher. Sports enthusiast. Foodie. Traveler.,Wed Feb 26 00:15:54 +0000 2014,1934,1248,919,2520,81,0
James Masters,Masters_JamesD,London,United Kingdom,TRUE,en,"Writes for @CNN and @CNNPolitics on UK, European politics and sport. #lofc Views all mine etc. RT's not endorsements.","Writes for @CNN and @CNNPolitics on UK, European politics and sport. #lofc Views all mine etc. RT's not endorsements.",Tue Sep 13 22:13:53 +0000 2011,5078,11938,1334,35959,277,0
John Asante,jkbasante,Eastern Time (US & Canada),"Los Angeles, CA",TRUE,en,"senior producer, @stitcher | host, @playitbackradio | alum, @TheTakeaway, @wnyc, @npr | ghanaian | ATLien | runner | concert junkie | explorer | #bodegahive","senior producer, @stitcher | host, @playitbackradio | alum, @TheTakeaway, @wnyc, @npr | ghanaian | ATLien | runner | concert junkie | explorer | #bodegahive",Wed Feb 18 17:08:44 +0000 2009,16511,1834,1506,8314,61,0
WKRN,WKRN,Central Time (US & Canada),"Nashville, TN",TRUE,en,"WKRN-TV News 2 is the ABC affiliate in Nashville, Tennessee. Be sure to 'like' us on Facebook at https://t.co/p5t7Gnobqt.","WKRN-TV News 2 is the ABC affiliate in Nashville, Tennessee. Be sure to 'like' us on Facebook at https://t.co/p5t7Gnobqt.",Tue Sep 23 22:10:55 +0000 2008,5728,184363,1169,137391,1436,0
The Peninsula,PeninsulaQatar,Riyadh,Qatar,TRUE,en,The official account of The Peninsula English Daily Newspaper #Qatar #Doha,The official account of The Peninsula English Daily Newspaper #Qatar #Doha,Sat Jul 25 08:41:05 +0000 2009,515,27567,180,160828,951,0
matt ortile,ortile,Eastern Time (US & Canada),matthewortile@gmail.com,TRUE,en,editing @buzzfeedph | writing a book of essays; represented by @ignatiusmaxwell,editing @buzzfeedph | writing a book of essays; represented by @ignatiusmaxwell,Mon Oct 11 04:22:40 +0000 2010,33603,9474,797,35103,132,0
Rachel DePompa,RachelDePompa,Eastern Time (US & Canada),"Richmond, Virginia",TRUE,en,#NBC12's Multi-Emmy and Murrow Award winning investigative reporter. Originally from Maryland. Crabcakes & Football! #Redskins #Caps #Nats #journalism #rva,#NBC12's Multi-Emmy and Murrow Award winning investigative reporter. Originally from Maryland. Crabcakes & Football! #Redskins #Caps #Nats #journalism #rva,Sat Apr 25 19:46:23 +0000 2009,8666,15112,6285,47641,405,0
Matt Navarra,MattNavarra,London,"Cardiff, UK",TRUE,en,Social and digital media consultant | Previously director of Social Media for @TheNextWeb | Ex-UK gov digital comms | Facebook geek,Social and digital media consultant | Previously director of Social Media for @TheNextWeb | Ex-UK gov digital comms | Facebook geek,Tue Sep 09 21:25:05 +0000 2008,82409,28914,3567,86604,1762,0
Susan Hiland,susanhiland,Pacific Time (US & Canada),Kansas City,TRUE,en,"News junkie, storyteller, dog lover, runner, Kansas City native, cake connoisseur and apple aficionado!","News junkie, storyteller, dog lover, runner, Kansas City native, cake connoisseur and apple aficionado!",Wed Jul 17 01:39:23 +0000 2013,1976,2279,354,2056,50,0
KOMO News,komonews,Pacific Time (US & Canada),"Seattle, WA",TRUE,und,"The latest breaking news, traffic, and weather from Seattle and Western Washington. #KOMOnews","The latest breaking news, traffic, and weather from Seattle and Western Washington. #KOMOnews",Mon Sep 01 19:48:55 +0000 2008,2579,408922,2235,201356,3361,0
Guy DeMarco,GDemo,Pacific Time (US & Canada),"Las Vegas, NV",TRUE,en,"Emergency mgmt specialist for @CityOfLasVegas, news junkie, bassist for @BendersLV & AZ/Anaheim sports fan. Opinions here are mine & not those of the City of LV","Emergency mgmt specialist for @CityOfLasVegas, news junkie, bassist for @BendersLV & AZ/Anaheim sports fan. Opinions here are mine & not those of the City of LV",Mon Feb 16 06:36:36 +0000 2009,1172,2122,1120,19636,140,0
knoxnews,knoxnews,Eastern Time (US & Canada),"Knoxville, TN",TRUE,en,"News from the Knoxville News Sentinel (https://t.co/TEn1cSBUr8), a part of the USA TODAY Network.","News from the Knoxville News Sentinel (https://t.co/TEn1cSBUr8), a part of the USA TODAY Network.",Mon Mar 12 15:35:10 +0000 2007,137,99002,5450,97892,1067,0
WBZ | CBS Boston News,wbz,Eastern Time (US & Canada),Boston,TRUE,en,"Breaking News, Weather, Sports, and some interesting extras from Boston's WBZ-TV.","Breaking News, Weather, Sports, and some interesting extras from Boston's WBZ-TV.",Wed Sep 17 18:40:03 +0000 2008,283,169392,2830,147392,2916,0
FoxNashville,FOXNashville,Central Time (US & Canada),"Nashville, TN",TRUE,en,"Watch FOX 17 News Nashville at 5:30 p.m., 9 p.m. and 10 p.m. and FOX 17 This Morning weekdays from 4 a.m.–9 a.m.","Watch FOX 17 News Nashville at 5:30 p.m., 9 p.m. and 10 p.m. and FOX 17 This Morning weekdays from 4 a.m.–9 a.m.",Wed Apr 22 14:08:58 +0000 2009,4873,71755,3976,139906,877,0
Melissa Hall,MelissaHallYall,Atlantic Time (Canada),"Atlanta, GA",TRUE,en,"Managing Editor for Audience at https://t.co/DFS8UCxVqY and https://t.co/cu4Z6FrcQ4 for Turner Sports. My ears are crooked, not my glasses.","Managing Editor for Audience at https://t.co/DFS8UCxVqY and https://t.co/cu4Z6FrcQ4 for Turner Sports. My ears are crooked, not my glasses.",Tue Apr 17 13:35:57 +0000 2012,722,2537,1405,7474,100,0
Odyssey,TheOdyssey,Eastern Time (US & Canada),"New York, NY",TRUE,en,"Create, engage, connect and learn with ideas from around the world. Content illustrates the diverse views of our creators, not our own. Insta:theodysseyonline","Create, engage, connect and learn with ideas from around the world. Content illustrates the diverse views of our creators, not our own. Insta:theodysseyonline",Tue May 31 16:27:48 +0000 2011,9289,29586,1502,17316,238,0
Roger Dean Huffstetler,rdhjr,Pacific Time (US & Canada),"Charlottesville, VA",TRUE,en,"Husband to @drhuffstetler. @USMC Veteran of Iraq & Afghanistan. @UnivWestGa and @HarvardHBS alum. Worked at @Twilio, founded Zillabyte. Dem Candidate in #VA05","Husband to @drhuffstetler. @USMC Veteran of Iraq & Afghanistan. @UnivWestGa and @HarvardHBS alum. Worked at @Twilio, founded Zillabyte. Dem Candidate in #VA05",Fri Feb 27 14:18:48 +0000 2009,217410,68763,1015,8812,306,0
Bertha Coombs,berthacoombs,Eastern Time (US & Canada),New York,TRUE,en,CNBC Correspondent. Health care geek. Foodie. Chocoholic. RedSoxNation member. Cubana. Fluent Spanglish Speaker. https://t.co/SBlwCzidBf,CNBC Correspondent. Health care geek. Foodie. Chocoholic. RedSoxNation member. Cubana. Fluent Spanglish Speaker. https://t.co/SBlwCzidBf,Mon Nov 30 18:44:09 +0000 2009,4057,13931,609,16769,540,0
The Sun News,TheSunNews,Eastern Time (US & Canada),"Myrtle Beach, SC",TRUE,en,Breaking news & info from the Myrtle Beach area's most-read news source. RTs not endorsements. Get mobile app for iOs/Android: http://t.co/Qvho33THfG,Breaking news & info from the Myrtle Beach area's most-read news source. RTs not endorsements. Get mobile app for iOs/Android: http://t.co/Qvho33THfG,Tue Sep 02 15:46:53 +0000 2008,903,44103,445,70947,510,0
Ed Pesce,DCEddieP,Atlantic Time (Canada),"Washington, DC",TRUE,en,Writing and editing for CQ Roll Call's Senate Action Reports. Former Dir. of the US Senate PPG. DC is politics and so much more.,Writing and editing for CQ Roll Call's Senate Action Reports. Former Dir. of the US Senate PPG. DC is politics and so much more.,Tue Aug 07 17:43:48 +0000 2012,167,499,668,1818,25,0
Micah Grimes,MicahGrimes,Eastern Time (US & Canada),New York City,TRUE,en,"Head of Social, @NBCNews -- Foreign and domestic reporting + analysis + context. Breaking news. Humour.","Head of Social, @NBCNews -- Foreign and domestic reporting + analysis + context. Breaking news. Humour.",Sat Aug 22 19:07:05 +0000 2009,10863,24447,3594,95009,980,0
Anda ya!,40Andaya,Madrid,España,TRUE,es,"⏰De lunes a viernes, de 6:00 a 11:00
⏰ Sábados de 7:00 a 10:00 
🎙 Con El Gallo (@djdanimoreno) y Cristina Boscá (@cristinabosca) en LOS40.","⏰De Monday through Friday from 6:00 to 11:00
⏰ Saturdays from 7:00 to 10:00
🎙 With Rooster (@djdanimoreno) and Cristina Boscá (@cristinabosca) in Los40.",Thu Oct 20 04:52:55 +0000 2011,54272,244805,1474,88518,480,0
Katrease Stafford,kat__stafford,Eastern Time (US & Canada),"Detroit, MI",TRUE,en,Detroit reporter for @freep/@USATODAY Network. SPJ Detroit board member.  Have a news tip? Email me: kstafford@freepress.com,Detroit reporter for @freep/@USATODAY Network. SPJ Detroit board member.  Have a news tip? Email me: kstafford@freepress.com,Sat Nov 22 21:29:24 +0000 2008,2454,4733,961,8465,113,0
Pamela Ng,ng_pamela,Eastern Time (US & Canada),New York City,TRUE,en,"My last name is pronounced -ing. Homepage editor @FoxNews, previously @NYDailyNews.","My last name is pronounced -ing. Homepage editor @FoxNews, previously @NYDailyNews.",Thu Jun 28 00:03:57 +0000 2012,611,599,530,5476,41,0
"Brandi, #1 Friend of Shoebills",ItsTheBrandi,Central Time (US & Canada),MN,TRUE,en,"I do strategy, comedy, other stuff. RTs & Favs=reasons. 50% @blaxpod Other blogs: Heathcliff, For Why? @mnfaircliches. Eph. #SnackCaucus","I do strategy, comedy, other stuff. RTs & Favs=reasons. 50% @blaxpod Other blogs: Heathcliff, For Why? @mnfaircliches. Eph. #SnackCaucus",Sun Apr 28 19:35:50 +0000 2013,49533,4847,2895,152368,138,0
Charles McCool ✈️,CharlesMcCool,Eastern Time (US & Canada),"Hunter Mill, VA",TRUE,en,Creating a world of Happy Travelers. 🌴🌎✈️😎 #travel \\\ #funness #FunTravelchat #McCool #roadtrips,Creating a world of Happy Travelers. 🌴🌎✈️😎 #travel \\\ #funness #FunTravelchat #McCool #roadtrips,Sun Dec 21 00:43:21 +0000 2008,18215,18800,5215,58418,1055,0
Juan Ceñal,ordago13,Madrid,"Madrid, Comunidad de Madrid",TRUE,es,"Soy el de @liopardo, el de 10 historias 10 canciones, el de Acústicamente, el de #elbuencomer y el de las Poemaciones.","Am the @liopardo, the 10-story 10 songs, the acoustically, that of #elbuencomer and the Poemaciones.",Sat Jan 02 12:14:12 +0000 2010,17886,13290,2015,58768,255,0
Sameepa Shetty,sameepa,,"Manhattan, New York",TRUE,en,Courage is contagious. Go spread it. Producer @SquawkStreet  @SquawkAlley @CNBC. x-@AJAM @FortuneMagazine @BloombergTVInd @Citi,Courage is contagious. Go spread it. Producer @SquawkStreet  @SquawkAlley @CNBC. x-@AJAM @FortuneMagazine @BloombergTVInd @Citi,Mon Jun 29 11:30:39 +0000 2009,3168,1457,941,5922,124,0
NBC10 Philadelphia,NBCPhiladelphia,Eastern Time (US & Canada),"Philadelphia, PA",TRUE,en,"Thank you for stopping by @NBCPhiladelphia - the place to go for exclusive local stories, the latest breaking news, weather updates and more.","Thank you for stopping by @NBCPhiladelphia - the place to go for exclusive local stories, the latest breaking news, weather updates and more.",Wed Aug 06 21:44:44 +0000 2008,3652,606229,2511,194293,3149,0
Melissa Colorado,melissacolorado,Eastern Time (US & Canada),"Oakland, CA",TRUE,en,Middle name is not Denver. Native New Yorker 🗽living in the 🌁 Bay Area. Reporter for @nbcbayarea. Previously @kare11. RTs≠Endorsements.,Middle name is not Denver. Native New Yorker 🗽living in the 🌁 Bay Area. Reporter for @nbcbayarea. Previously @kare11. RTs≠Endorsements.,Fri Dec 31 05:10:05 +0000 2010,1090,3942,1895,22007,147,0
